,Train Loss,Val Loss
0,0.2409451504380786,0.10000026529581162
1,0.10382640094752717,0.12295022989382032
2,0.0675827943409375,0.07087856273104182
3,0.07021878629766111,0.08261060468825081
4,0.05528883893512724,0.10723924539590057
5,0.05670453568006153,0.0843659350062905
6,0.04845511992188079,0.07275073183242853
7,0.0431718184662594,0.07093976024123046
8,0.03640805643959743,0.05484297196764555
9,0.03322230275836054,0.05026072836740001
10,0.03232756330507167,0.045761849997789095
11,0.031175576754279163,0.04430016288220664
12,0.02967545005398455,0.04472340279342541
13,0.029204619191581987,0.04336127713054002
14,0.029255285640043094,0.04388469919180316
15,0.02866325619094483,0.042169722292584005
16,0.028154986779959035,0.041363427335549194
17,0.028131040158907928,0.04207821505724489
18,0.027867286480474807,0.041492025489496064
19,0.027808969802434785,0.041638101560344074
20,0.02755644282473847,0.04184267508262292
21,0.027389552645385045,0.04098608253336748
22,0.02712015418719983,0.0411316906377211
23,0.026708762690896493,0.04064395394214193
24,0.026244212966345788,0.04016940479955166
25,0.025615017028257758,0.0400276366561685
26,0.025029449039619265,0.039894374698198225
27,0.024517514765962967,0.039126449225800615
28,0.023903717875823415,0.038532057187833854
29,0.02309495415673139,0.038069360631635456
30,0.022264362885036165,0.03700238469105012
31,0.02130076558014053,0.036452495523907676
32,0.020512414063192992,0.03574667530761877
33,0.019936458006610553,0.03527066726380604
34,0.01949500773820671,0.034957451869546415
35,0.01938959660223378,0.03471214598299978
36,0.019092252379190964,0.03400447434042513
37,0.018699981424276077,0.03363035174306897
38,0.018367842567091425,0.03307752082887581
39,0.01808095184929354,0.03292744215416931
40,0.01781822277418642,0.03249916542364767
41,0.017589285978131274,0.032276695158047715
42,0.017389110358553377,0.03204109613001665
43,0.017190742047244013,0.03180970575071267
44,0.016982402048456222,0.03164954033186737
45,0.016731973503338497,0.031491539547821204
46,0.01662556430404277,0.031356872616897374
47,0.016421744140024775,0.03120351677831493
48,0.016333965783101197,0.0308913053614141
49,0.016120714780062235,0.031034252350104655
50,0.015887990140068187,0.030498824352721936
51,0.01583879142823566,0.030687200503653415
52,0.015693090532021156,0.030717113613078308
53,0.015604061583851553,0.030432172300268307
54,0.015534664622427306,0.030581443351012417
55,0.015503698560148474,0.030396518314416462
56,0.015414325131700607,0.030410490573974058
57,0.01534229706534281,0.030350202974536965
58,0.015311078892693583,0.030270458987687463
59,0.015240417506294623,0.030148301174642345
60,0.015158756688142141,0.03020097642043318
61,0.015124807677509624,0.029953833383866646
62,0.015080628191938679,0.029971062205516485
63,0.015020421731195924,0.029874252433795042
64,0.014949242398473625,0.029835735345733486
65,0.014869540238716164,0.029762015189170463
66,0.014793876580874712,0.029626889833945083
67,0.014723656333920003,0.029557129143962652
68,0.014673049413761683,0.029361481147108837
69,0.014606101929375307,0.029339989261282173
70,0.014537454494000781,0.02921261078774669
71,0.014478984589803803,0.029170120042470778
72,0.014409717001229243,0.0290082486387367
73,0.014335737459970486,0.029041857791367424
74,0.014265212240468639,0.028854768120842852
75,0.014171666183721341,0.02888709225997332
76,0.01412034265255171,0.028767302187460663
77,0.01408607432179603,0.028748125883012933
78,0.0140411607342647,0.028691838070474998
79,0.01400026977263954,0.0285902363253843
80,0.013958918640531164,0.028584287619741834
81,0.013909766828630288,0.028550354750896862
82,0.013877224239108676,0.02840926147405979
83,0.013830063172190397,0.028455585193210006
84,0.013786395381847527,0.028330602461509525
85,0.013753760989561985,0.028258660021678362
86,0.013711638690271291,0.028212118721264327
87,0.013666826572442123,0.028152075137309874
88,0.013632464876687846,0.028048110198576896
89,0.01359494355301897,0.028005694003765347
90,0.013555903233907185,0.027965340702755193
91,0.013518226779569419,0.027867644665720788
92,0.013484890657206332,0.027826111572487454
93,0.01344910439261953,0.027753869969092352
94,0.013407351829097814,0.027688898634177988
95,0.013377340557607578,0.027641593699159715
96,0.013347026364656032,0.027535306936489822
97,0.013305000839567739,0.0275114175504033
98,0.013277220037688428,0.027428235483213055
99,0.013244069475930023,0.027396518735636862
